Policy_ID,User_ID,Created_At,Effective_Date,Canceled_Date,Renewal_Date,Annual_Premium,Tier,Base_Deductible,State,Personal_Property_Limit,Personal_Liability_Limit,Type
LP00000437,LU16694750,2023-11-06,2023-11-11,2024-04-14,2024-11-05,396,4,1000,NM,"30,000","500,000",home
LP00000438,LU16694750,2022-12-03,2022-12-08,2023-09-20,2023-12-03,345,4,500,NM,"30,000","500,000",car
LP00000439,LU76149069,2023-06-16,2023-06-21,2024-05-18,2024-06-15,202,4,250,WI,"10,000","1,500,000",car
LP00000440,LU76149069,2023-06-28,2023-07-03,2024-02-29,2024-06-27,208,4,1000,WI,"10,000","1,500,000",renters
LP00000441,LU32229511,2025-10-01,2025-10-06,2026-03-26,2026-10-01,198,4,250,OR,"10,000","250,000",pet
LP00000442,LU50353189,2024-10-21,2024-10-26,2025-07-30,2025-10-21,184,5,500,ID,"10,000","100,000",renters
LP00000443,LU37864564,2023-04-01,2023-04-06,2023-09-19,2024-03-31,214,1,250,OR,"20,000","250,000",car
LP00000444,LU37864564,2022-06-13,2022-06-18,2022-11-18,2023-06-13,192,1,1000,OR,"20,000","250,000",car
LP00000445,LU83767435,2024-08-31,2024-09-05,2024-11-23,2025-08-31,99,4,1000,FL,"40,000","100,000",car
LP00000446,LU42297256,2025-11-17,2025-11-22,2026-10-09,2026-11-17,102,2,250,CO,"20,000","500,000",pet
LP00000447,LU42297256,2024-09-19,2024-09-24,2025-08-04,2025-09-19,96,2,250,CO,"20,000","500,000",car
LP00000448,LU00742279,2023-05-02,2023-05-07,2024-01-20,2024-05-01,138,,1000,SD,"30,000","250,000",renters
LP00000449,LU00742279,2023-05-02,2023-05-07,2023-09-21,2024-05-01,142,,250,SD,"30,000","250,000",pet
LP00000450,LU83490287,2022-07-31,2022-08-05,2023-06-17,2023-07-31,95,3,250,MN,"10,000","500,000",renters
LP00000451,LU66960880,2025-09-01,2025-09-06,2026-07-30,2026-09-01,95,3,250,MN,"20,000","100,000",renters
LP00000452,LU66960880,2025-10-18,2025-10-23,2026-08-02,2026-10-18,111,3,250,MN,"20,000","100,000",renters
